SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,HouseAge
1262,5,1,Rural,1992,88302.89868771435,34
1583,3,1,Rural,1977,192082.69596914857,49
2012,2,1,Suburb,2019,215021.8099412303,7
2778,3,2,Suburb,2010,358451.38836577174,16
1382,2,3,Urban,1994,162694.97102015637,32
2573,2,3,Suburb,1966,276301.9126059179,60
1916,5,3,Suburb,1965,175972.37815895182,61
1391,4,2,Suburb,1977,187982.19256907963,49
1888,4,3,Suburb,1962,215892.2824347141,64
2624,2,2,Suburb,1976,256206.79007316165,50
1539,2,2,Rural,1966,125461.07990427062,60
2115,5,3,Suburb,1959,305680.24272137386,67
1565,2,1,Rural,1995,160208.15776676757,31
2182,3,3,Urban,1984,211785.72374380945,42
1883,2,1,Urban,2001,326071.1238451163,25
1227,3,1,Rural,1987,73992.9975208863,39
1472,5,1,Suburb,1995,127963.43417266036,31
1371,2,2,Rural,1991,144573.495186361,35
2399,4,2,Suburb,1986,258537.4833519792,40
2576,5,1,Urban,1975,239525.5898489786,51
1036,2,1,Urban,1998,108611.85898206972,28
2660,2,1,Suburb,2012,251475.1401575893,14
2957,3,3,Urban,1995,307784.4286005664,31
1690,2,1,Urban,2002,174302.99085430015,24
1843,3,2,Suburb,1975,250156.33852511932,51
2060,3,1,Suburb,1981,198747.63345062544,45
1100,4,3,Rural,1989,99542.25900911578,37
2566,4,3,Urban,2010,344780.6934273198,16
2213,4,1,Rural,2019,220374.01992393585,7
2535,5,1,Suburb,1991,240985.9568418569,35
1657,4,3,Rural,2013,149433.60434624762,13
1089,3,1,Urban,1996,194991.2698704222,30
2029,2,3,Urban,2010,251225.83428012463,16
1904,3,3,Rural,1987,215434.88241180097,39
2162,4,2,Urban,1960,143218.14101912058,66
1094,2,1,Suburb,1982,143987.26090480923,44
2654,3,2,Urban,1957,240666.8943940788,69
2901,2,2,Suburb,2002,372415.4075971264,24
1631,3,1,Rural,1987,255614.19179988184,39
2409,2,2,Urban,2021,243917.78535296136,5
1122,2,2,Urban,1960,43073.45697167536,66
2308,4,2,Rural,1982,225988.3972420217,44
1365,5,3,Rural,1956,69416.67644166399,70
2912,4,2,Suburb,1958,383941.4277733911,68
1690,2,3,Urban,1959,190927.1010800613,67
2513,2,1,Urban,1952,212252.9133693716,74
1324,4,3,Suburb,1972,99059.11936338709,54
1406,3,1,Urban,1977,127370.26305720943,49
1995,2,1,Rural,2001,244871.80815375395,25
1518,3,2,Suburb,1992,134561.7134668808,34
1895,4,1,Rural,1957,277211.0680832452,69
2847,5,3,Urban,2005,329599.09045815765,21
2662,5,3,Suburb,1990,330819.758304634,36
1076,2,2,Urban,2005,101767.87708070036,21
1233,3,2,Urban,1975,240282.99789362343,51
1829,4,2,Urban,1952,249130.0527768948,74
1585,2,1,Rural,1975,151266.03837539017,51
1483,5,1,Suburb,1972,190843.7490484693,54
2487,5,1,Rural,1982,183800.0336285091,44
1270,3,1,Urban,1961,122313.72706093513,65
2844,2,2,Urban,1955,285248.218681904,71
1938,3,1,Rural,1995,256917.7415091779,31
2490,3,3,Suburb,2017,374769.62849591766,9
1468,2,3,Rural,1985,202533.6468102186,41
1631,4,2,Urban,1950,131329.57562194968,76
1546,5,2,Rural,1981,228371.22176279683,45
1718,2,3,Rural,1985,180571.20655467245,41
2007,5,1,Suburb,1982,228010.1338915408,44
1269,4,1,Suburb,2001,67869.45474357033,25
1604,5,2,Urban,1992,197220.096562093,34
1964,5,2,Suburb,1954,189569.74792893569,72
1377,3,3,Rural,1966,122882.98366334292,60
1176,3,3,Rural,2013,279214.45323661,13
1273,3,2,Urban,1963,65501.73978307443,63
2714,4,1,Rural,1959,433777.248551289,67
2664,3,3,Suburb,2003,277377.42967027146,23
1636,5,1,Urban,1984,211858.760944926,42
1026,5,1,Suburb,2007,161247.79725696644,19
1575,5,2,Suburb,1972,213976.48738942697,54
1059,2,1,Urban,1993,13384.480666976016,33
1730,5,2,Rural,1989,124688.18799343382,37
2240,3,2,Rural,1990,250413.30569636243,36
2704,4,1,Suburb,1968,291727.0449220455,58
1660,4,3,Urban,1985,251832.03159450024,41
1269,5,1,Urban,1976,13770.149923484105,50
2139,5,2,Rural,1952,241484.82819805783,74
1244,2,1,Suburb,1954,92538.48064077852,72
1659,5,3,Rural,1954,201134.69029504177,72
2627,5,1,Urban,2019,305180.2281635015,7
1084,5,1,Urban,2014,162984.5529673061,12
2622,2,2,Suburb,1980,329426.0520135807,46
1906,4,1,Rural,1992,242634.77443237012,34
2655,5,1,Suburb,1992,271811.421184148,34
2473,4,1,Urban,2008,320114.7756734677,18
2875,2,3,Rural,1981,343437.256697115,45
1535,2,1,Rural,1956,148447.2734832143,70
2910,5,1,Urban,1981,395240.3084807654,45
1088,2,1,Suburb,1954,244073.67697013763,72
1548,2,3,Rural,2021,156063.46263784854,5
1853,4,1,Suburb,1959,216296.3063619767,67
1894,3,1,Suburb,1977,249051.53093783284,49
1506,4,1,Suburb,2003,157596.82022726792,23
1407,5,3,Rural,1977,162316.95652934065,49
2294,2,2,Rural,1974,280257.2429123516,52
1523,5,2,Urban,2002,259929.4705723553,24
2517,4,2,Rural,1983,188555.2762841084,43
1606,2,1,Rural,2019,171832.26886964618,7
2002,5,3,Urban,2007,253653.0616159641,19
1447,5,2,Rural,1950,164041.21516389074,76
1542,4,3,Rural,1993,255537.36242271663,33
1948,5,3,Rural,1970,241613.0148671641,56
1349,2,1,Urban,1958,109174.72966370004,68
2768,5,1,Urban,1998,348009.21498677286,28
1851,2,3,Rural,1953,120506.20056432682,73
1327,5,2,Rural,1983,129123.4485066646,43
2835,4,3,Suburb,2014,241130.8353493584,12
2309,2,2,Suburb,2005,140242.58946652716,21
2058,5,3,Suburb,1991,250200.3990520013,35
2556,3,2,Urban,1955,282852.21304431825,71
1622,2,2,Suburb,2017,207630.10666149625,9
1487,2,3,Urban,1962,179625.22142749344,64
2854,2,3,Suburb,2014,197070.432444172,12
2883,3,3,Rural,2001,304384.03717860417,25
1486,4,3,Urban,1959,229418.18533272884,67
1144,5,3,Rural,2008,192524.0374508945,18
2547,3,2,Urban,1955,353060.7126757306,71
1755,5,2,Suburb,1999,117551.62942630865,27
1145,3,3,Suburb,1962,176650.58150818764,64
2020,3,2,Rural,2018,188126.0092993865,8
2774,5,2,Rural,1975,310876.8747622272,51
2526,5,2,Urban,1996,293349.3375333328,30
2627,5,2,Suburb,2000,280190.7131593965,26
1827,4,2,Rural,1956,212029.4650728389,70
2858,2,2,Urban,2015,363652.05046432506,11
1626,3,3,Rural,1990,161709.24709159043,36
2550,2,2,Rural,2012,274914.196228071,14
2295,5,3,Urban,1990,222560.1153285812,36
1533,5,1,Urban,1958,212994.2712792268,68
1629,3,2,Suburb,1958,192872.37243736253,68
1880,3,3,Rural,2015,230422.1196198098,11
2118,3,2,Suburb,2012,278957.9469643514,14
2470,3,1,Urban,1984,310614.5329800384,42
1414,3,3,Urban,2019,179840.7654018757,7
1256,5,1,Urban,1956,126181.4016287878,70
2866,3,1,Suburb,2015,345243.74579033465,11
2285,4,1,Urban,1955,225137.7628708621,71
1086,2,2,Suburb,2016,46379.3480756785,10
1904,2,3,Urban,2013,218275.17469380403,13
2459,4,2,Suburb,2011,227829.00206699123,15
2999,3,2,Rural,1987,372175.3319858319,39
2853,5,1,Suburb,1996,328131.64419924526,30
1569,5,2,Suburb,1976,292856.28050599794,50
1741,4,3,Suburb,1995,288589.9265126285,31
1107,4,3,Urban,2020,142104.12338427236,6
2042,4,1,Suburb,2021,250839.3686524364,5
2388,2,2,Rural,1967,334174.34034457576,59
2676,4,2,Suburb,1993,281009.8622981911,33
2402,5,1,Suburb,2020,217041.12270755216,6
1159,3,2,Urban,1991,99080.95697104122,35
1099,5,1,Rural,2019,97534.9001840393,7
1264,4,2,Urban,1995,123133.18767769476,31
2773,5,3,Rural,2001,238344.54900653023,25
1749,2,1,Rural,1965,250050.53629886103,61
2072,5,1,Rural,1967,233214.2831110776,59
1676,2,2,Rural,1992,141029.36061842565,34
1798,3,3,Rural,2012,160975.6319041378,14
2438,4,3,Rural,2004,296945.7041793192,22
2082,3,1,Urban,1973,173428.15318848012,53
1182,4,1,Rural,1974,250858.30144694817,52
1658,3,3,Rural,2015,162404.7757508805,11
2470,3,2,Rural,1955,270246.9167682484,71
2921,3,1,Suburb,1988,227982.5313448269,38
2324,2,2,Urban,1960,210002.2762908394,66
1607,2,2,Suburb,1963,205801.6677615911,63
2578,5,2,Urban,1983,332043.6218286986,43
2377,5,3,Suburb,1979,327041.3064496219,47
2792,5,2,Urban,2006,264574.0946228793,20
2236,4,2,Suburb,1996,255028.51936383787,30
2212,2,1,Urban,1969,246337.2529638672,57
1642,3,1,Rural,1974,211863.6172136936,52
1346,5,3,Rural,1977,178274.96005453775,49
1811,2,1,Suburb,1962,260257.4495704264,64
2926,2,1,Suburb,2005,316040.8994943659,21
1800,4,2,Urban,1998,217744.9669513771,28
2160,3,3,Rural,1972,197808.3537110624,54
2053,2,3,Suburb,2013,361177.1006765746,13
1145,2,1,Urban,1964,87761.7208493887,62
2847,5,3,Rural,2010,325586.98808489554,16
2491,4,3,Rural,1997,329354.03493840515,29
2640,4,1,Rural,2003,361730.52342107706,23
1502,3,3,Suburb,2000,188184.34754968985,26
1798,4,3,Urban,1976,204481.00967016933,50
1967,3,3,Rural,1999,218634.1946936673,27
2214,3,1,Urban,2014,313383.6639619748,12
1470,5,3,Urban,1984,254383.3167479672,42
1689,5,2,Urban,1964,219933.5737994551,62
2368,2,2,Urban,2021,272364.35388371936,5
2774,5,1,Urban,1990,244940.22404779185,36
1000,2,1,Rural,2020,160017.4244626276,6
1109,2,2,Rural,2011,121553.28053193189,15
2873,2,3,Rural,1992,264436.8505715214,34
2810,2,1,Suburb,1956,160267.9808742604,70
2906,3,1,Suburb,2007,282781.328823402,19
1893,2,3,Suburb,1955,227994.5317959976,71
2769,2,1,Rural,1970,302755.70644144376,56
2087,2,3,Suburb,2020,226092.00094149524,6
1755,3,1,Suburb,1974,160468.9309967738,52
1052,4,2,Urban,1960,121688.71160743677,66
1261,4,2,Suburb,2008,163799.38548449022,18
2552,2,1,Urban,1989,310992.24239369936,37
2325,4,3,Rural,1994,312100.34691864403,32
2991,5,2,Urban,2018,330507.69691169343,8
1885,5,2,Urban,1990,251294.58656565228,36
1233,5,1,Urban,2011,162485.44003859477,15
1072,5,2,Urban,2017,110799.233152825,9
2380,3,3,Suburb,2015,197281.4383926234,11
1950,2,3,Suburb,2017,278338.9281801533,9
2626,3,2,Suburb,1975,302428.2632289696,51
1483,3,1,Urban,1968,112388.83000690164,58
2029,2,3,Rural,1990,294525.63394173566,36
2733,3,3,Rural,1994,330595.9766677819,32
1876,2,3,Suburb,1964,347523.8038735,62
2731,3,2,Rural,1966,352749.8956022301,60
2831,4,3,Suburb,1999,312194.2879948325,27
1858,4,3,Urban,2017,174031.30776781458,9
2857,5,2,Urban,1988,260567.1539990276,38
1136,4,2,Urban,2018,166989.49977363332,8
1778,5,2,Suburb,2015,232684.48198031372,11
2427,5,1,Rural,2021,267345.53118961235,5
1627,5,1,Urban,1981,216261.95203332143,45
1554,3,2,Suburb,2005,153285.58711498618,21
1742,2,1,Suburb,1974,164372.54714412038,52
1569,4,3,Rural,2003,213412.3624033561,23
2229,2,1,Urban,1962,204834.5545928903,64
1409,4,1,Suburb,1995,183695.3774046609,31
2829,4,3,Suburb,1991,292910.2145353947,35
2629,3,2,Suburb,2004,232999.4879756432,22
2059,4,3,Rural,1973,231936.66917327105,53
1229,2,3,Suburb,2008,143452.09761391222,18
2250,2,3,Urban,1976,280112.054720463,50
2718,4,2,Rural,1994,315775.6239828877,32
1261,2,1,Rural,2013,193180.2226047557,13
2154,5,3,Rural,1957,300983.5698423401,69
2600,2,3,Urban,1952,234302.22563888232,74
1891,5,1,Suburb,1964,252726.5208593449,62
1447,5,1,Suburb,1982,171215.92584339902,44
1185,2,3,Rural,1999,188364.5740992286,27
2652,5,3,Suburb,1997,269920.2429712033,29
2209,2,3,Rural,2013,200879.6647407188,13
2297,2,1,Urban,2002,184463.04927397377,24
2686,4,3,Rural,1998,334312.7393345926,28
1351,2,2,Urban,2020,130842.94350707423,6
2436,2,1,Rural,2011,234008.1081811601,15
2174,4,2,Suburb,1968,304239.8973819005,58
1383,3,1,Rural,1966,168732.4316592652,60
2059,2,3,Urban,2006,250466.4335196993,20
1325,3,1,Suburb,2006,48179.11601324917,20
1464,3,1,Suburb,2020,199727.05955005623,6
1465,4,3,Rural,2019,209244.0917623136,7
2118,3,1,Rural,2020,283937.79576428887,6
2157,3,3,Suburb,1972,303397.6227039066,54
1161,5,3,Rural,1953,174848.0970502001,73
1555,3,1,Rural,2019,90061.1836978667,7
1299,4,2,Rural,2000,142662.92975031552,26
2818,2,3,Rural,2015,324883.9673452509,11
1355,5,3,Rural,1957,171724.13111688572,69
2263,4,3,Suburb,1953,248845.1333659966,73
1563,4,3,Rural,1994,233783.2774652621,32
2961,5,2,Rural,1958,291665.05709510884,68
1792,5,3,Urban,1995,202145.7078980802,31
2022,4,2,Suburb,2002,223984.58187383568,24
1585,2,2,Urban,1980,289531.5238370908,46
2830,3,3,Urban,1952,209605.0293663345,74
1749,2,1,Suburb,1975,256842.60681972507,51
2190,3,2,Rural,1952,184724.14167409763,74
1139,2,1,Suburb,1980,126569.91511062048,46
2162,5,3,Suburb,1951,279246.8472599517,75
2904,5,1,Urban,2003,339881.6388467732,23
1234,5,1,Suburb,2006,146764.04886927735,20
2026,4,3,Suburb,1978,283339.3860852381,48
1255,4,1,Suburb,1969,142890.49937673486,57
1370,3,3,Suburb,2010,143113.31783256613,16
1277,5,1,Urban,1952,169486.5927837902,74
1515,4,2,Rural,1985,162906.98714841536,41
1903,4,3,Suburb,1964,205780.98094941152,62
2805,5,1,Rural,1983,361313.57452148455,43
2235,2,2,Suburb,2004,258221.8881741426,22
2239,5,2,Urban,2010,230926.8779345514,16
1269,3,1,Suburb,1989,157964.1263429949,37
1475,5,1,Rural,1962,64379.3767992178,64
2551,2,1,Urban,1951,273652.46582730784,75
1927,2,2,Rural,2008,233854.7807455957,18
1063,5,3,Rural,2007,160315.30870106447,19
2774,4,1,Rural,1966,235094.9909200472,60
1459,2,2,Suburb,2017,151834.8725234237,9
2039,3,1,Rural,2003,251789.72167400515,23
1563,4,2,Suburb,1975,218442.8658756172,51
2042,3,1,Suburb,1993,246057.66105057969,33
2348,3,1,Rural,2021,244840.38710300488,5
1907,3,1,Urban,1974,148789.51719720723,52
1092,3,1,Urban,1959,69425.38471166033,67
1772,2,1,Suburb,2012,228449.52891143915,14
1809,4,3,Suburb,2013,258181.01360191675,13
2040,5,2,Urban,1968,182554.22036841343,58
2646,2,1,Rural,1973,254893.83421340008,53
1839,4,1,Urban,1997,223267.51393064283,29
2895,5,1,Urban,1977,334222.9762843964,49
1487,5,2,Urban,1987,202636.38926955903,39
2117,2,2,Suburb,1952,233699.8887548393,74
2033,4,3,Urban,1990,189673.98896954092,36
2747,3,2,Rural,1955,328185.2222027487,71
1748,3,1,Rural,1985,225972.3158679829,41
2789,5,2,Urban,1990,270143.72127140017,36
1527,2,1,Suburb,1951,216887.84706856892,75
2512,2,3,Suburb,1953,123278.83054551706,73
2167,3,3,Rural,1978,218661.282219427,48
1553,2,3,Suburb,1965,247661.6611034203,61
1514,2,3,Rural,2013,249549.2123281355,13
2942,4,1,Suburb,1965,340004.5289860875,61
2493,4,2,Urban,2015,306127.80679688725,11
1376,5,1,Rural,1957,192281.02521493044,69
2691,4,3,Rural,1956,303825.3474694672,70
2517,2,1,Rural,2017,294878.6073920478,9
2708,3,3,Rural,1991,293027.45908837795,35
1483,3,2,Suburb,1997,208617.81934785645,29
1451,3,2,Rural,2016,135810.14195743427,10
2559,5,3,Rural,1977,306492.0052227491,49
1786,3,2,Rural,1981,139402.53473951924,45
2098,4,2,Suburb,1993,186298.3318424992,33
2063,4,2,Rural,2001,249452.81859430595,25
1301,2,2,Suburb,2010,108575.97562574668,16
2575,5,1,Urban,2005,304739.6257088839,21
2085,3,2,Rural,1985,137476.7221331803,41
2773,2,1,Urban,2018,223224.0519123797,8
2526,3,3,Rural,2019,282181.0538208475,7
1998,3,1,Urban,1952,145765.33748950815,74
2268,2,2,Rural,1975,224146.3614206788,51
1017,4,1,Urban,2011,129322.66627908684,15
2675,2,3,Suburb,1983,303218.9475626166,43
1397,5,1,Rural,1952,170104.79484114627,74
2006,2,1,Rural,1951,210432.74193256572,75
1593,3,2,Rural,1994,206711.3084035011,32
1188,4,1,Rural,1950,62989.080912721736,76
2643,2,3,Suburb,2020,327764.0373503804,6
2769,4,2,Urban,2004,333778.9145931317,22
2803,4,2,Rural,2006,286679.412835588,20
1103,4,1,Urban,2011,177509.64191258227,15
2946,4,1,Urban,1968,343506.99844371853,58
2669,3,1,Rural,1976,366826.9367208576,50
2367,3,2,Suburb,1958,308311.3988068725,68
2394,3,1,Rural,1963,250799.17906436865,63
1032,3,2,Rural,1991,80131.35455424726,35
1748,3,3,Rural,2010,253324.40599704263,16
1373,5,2,Rural,1973,170346.47515887802,53
2871,5,2,Urban,2020,311707.4647975483,6
2201,2,2,Suburb,1979,199945.9720906284,47
2035,4,3,Urban,1954,327006.475345114,72
2886,5,2,Urban,1959,276910.83867954544,67
2976,3,1,Urban,1960,352809.78436997085,66
1740,4,1,Rural,2017,274806.2527956894,9
2844,3,2,Suburb,2015,288958.14170632715,11
2804,3,1,Urban,1989,304606.9107207612,37
1889,2,1,Urban,1989,112325.19109675364,37
1455,4,3,Rural,1970,115810.51598607216,56
2893,3,1,Suburb,2004,395702.7371738608,22
2666,3,3,Rural,1979,220348.86943823704,47
1248,2,1,Rural,2020,138753.65061962712,6
1447,4,2,Urban,1968,200886.70775188747,58
2017,5,2,Urban,1965,198486.15130012413,61
1979,4,3,Rural,1978,201259.4858730004,48
2593,3,3,Suburb,1967,336013.9036145367,59
2027,5,3,Suburb,1963,191692.5253592326,63
2259,2,3,Rural,2012,234175.2703252732,14
1172,2,2,Rural,2011,93522.92258791089,15
2345,3,1,Urban,2010,226176.24815361568,16
1370,4,2,Suburb,1961,268557.91051049577,65
2571,3,3,Suburb,1993,219602.9518914759,33
1790,4,1,Suburb,1984,313737.7335458448,42
1748,2,2,Suburb,1970,135985.7450778245,56
1786,3,1,Suburb,1995,127923.21670380846,31
2319,3,2,Rural,1982,238114.57094944743,44
1839,5,1,Suburb,1959,155466.25497076672,67
1399,3,3,Rural,1992,199541.6818298126,34
2081,4,1,Rural,1971,268081.83223553933,55
2898,5,3,Rural,2019,274501.2259052076,7
2553,4,2,Suburb,2008,230905.86942681496,18
1547,5,2,Rural,2011,214547.03436841696,15
1407,2,1,Suburb,2020,143640.038845536,6
1640,4,1,Urban,1975,156726.10020858084,51
2536,4,3,Suburb,1994,266026.0990745346,32
1063,3,1,Rural,1985,143299.92136998448,41
1573,2,1,Rural,2008,201659.0264290493,18
2901,5,1,Urban,1959,301220.5587660667,67
1419,5,1,Urban,1965,201220.45381219912,61
2866,2,1,Suburb,1986,307348.3956143125,40
1145,3,1,Suburb,1955,103528.9524919192,71
2295,4,1,Suburb,1991,273978.25476953946,35
1016,4,3,Urban,1972,129658.74337528524,54
2815,3,3,Suburb,2006,256016.28628499023,20
1097,5,1,Urban,2003,290650.55122438946,23
1451,3,2,Urban,1999,224037.5920855949,27
2762,4,2,Rural,1968,330054.7937577745,58
1974,2,1,Urban,1974,300313.25971024093,52
1897,5,1,Urban,1977,200393.00738736952,49
2015,3,1,Urban,1976,213937.3214695158,50
2266,4,3,Suburb,1987,225467.1279909648,39
1478,5,1,Urban,1952,231763.05192855172,74
1200,3,3,Urban,2009,155176.6729084265,17
2929,2,2,Urban,1988,313215.0040663521,38
2972,5,3,Rural,2004,289754.75936267176,22
2496,2,3,Suburb,1995,228326.54200325365,31
1178,4,2,Suburb,2008,118408.49977001738,18
1507,5,3,Urban,1994,206281.39671747084,32
1452,2,3,Suburb,2008,179048.6690909303,18
1269,3,1,Suburb,1973,178406.65523228908,53
2257,2,2,Rural,1988,245290.30506884612,38
2647,4,3,Rural,1952,240915.3603000964,74
1485,3,1,Suburb,1953,185765.78436028663,73
1577,2,2,Rural,1954,185571.1862606148,72
1337,5,2,Suburb,2002,176118.0976328765,24
1860,2,2,Urban,1957,153296.29028459446,69
2972,5,2,Suburb,2008,356348.62871961703,18
1756,5,3,Rural,1959,199495.184452292,67
1756,2,2,Rural,1959,182613.8209027588,67
2471,4,2,Rural,1988,283421.16287028714,38
1583,5,2,Urban,1986,266387.937706442,40
2380,4,3,Suburb,2003,311144.71583526593,23
2072,5,1,Urban,2007,124070.38728202028,19
2519,5,3,Suburb,1990,319957.0410735987,36
1345,2,3,Rural,2001,225024.33564375213,25
1701,5,3,Rural,1991,304154.28152307856,35
1292,3,2,Suburb,1964,156980.56846721712,62
2712,2,1,Suburb,2006,241146.3993556324,20
2987,3,2,Suburb,2010,341659.34128610406,16
2696,3,1,Suburb,2021,244636.72811216064,5
2173,5,1,Rural,1988,251813.4068835425,38
2605,4,3,Suburb,2015,346052.0084422652,11
2568,2,3,Suburb,1954,172269.4847783498,72
1795,4,3,Rural,1960,178209.1856817066,66
2879,2,1,Rural,1989,326599.49100307166,37
2021,3,1,Rural,1970,117589.73383998862,56
2283,5,3,Rural,2020,216425.5367928568,6
2345,5,3,Suburb,1978,414540.6385189119,48
1076,5,3,Urban,1988,168092.88541641415,38
2133,4,1,Rural,1959,249824.1109073348,67
1816,5,1,Suburb,1982,236279.0776746474,44
1895,5,3,Urban,1967,228823.38851516417,59
1650,4,1,Suburb,1980,315079.55459040246,46
1546,4,1,Urban,1999,239063.9272620226,27
2446,5,2,Rural,2019,257006.7568091097,7
1393,5,3,Suburb,1985,136056.23799801504,41
2258,3,2,Rural,1956,269927.87752902595,70
2353,5,3,Suburb,2006,216198.1408482939,20
2735,4,1,Urban,1954,326982.9413617257,72
1324,2,1,Rural,1983,226553.06858746943,43
1150,5,1,Rural,1973,173522.21355637867,53
2569,2,3,Urban,1963,272827.36573253374,63
2659,5,1,Urban,2010,354764.29785022937,16
1878,5,1,Suburb,1996,267622.05718924885,30
2055,3,1,Urban,1978,156685.48209563596,48
1271,5,2,Urban,1962,164324.41931900437,64
1835,4,1,Suburb,1996,185754.81183958985,30
2845,5,2,Rural,1960,331889.853220512,66
2659,2,1,Suburb,1966,253619.268518306,60
2947,5,1,Rural,1997,379431.9460208642,29
1367,4,1,Urban,2018,130822.85601381958,8
2515,5,3,Suburb,1966,234329.9645398418,60
2339,2,1,Suburb,1980,244119.2691083577,46
1589,5,1,Suburb,1986,70339.16191092893,40
1587,3,2,Urban,1960,154384.0789212267,66
1571,5,1,Urban,1973,170446.08047481143,53
2620,2,3,Urban,2002,433963.6302836153,24
2391,2,1,Urban,1962,247279.88623009188,64
1079,2,3,Suburb,1964,234087.4137534423,62
2909,3,2,Rural,1965,326366.78760909126,61
2195,5,2,Rural,1983,257318.8662608447,43
1257,2,3,Rural,2008,202697.27116433324,18
1278,3,3,Suburb,1992,114850.94669749917,34
1503,3,3,Rural,1972,136892.71821606692,54
2756,2,3,Urban,1996,289754.346235181,30
1557,4,3,Suburb,2015,148944.00020551108,11
1490,5,3,Rural,1996,163193.22204702804,30
2608,2,1,Suburb,1967,272931.86659564177,59
1565,5,3,Rural,1989,176534.11350228425,37
2862,3,1,Suburb,1969,231158.31648592275,57
2756,5,2,Urban,1974,357435.81588183687,52
2916,4,3,Rural,1952,299037.5114455061,74
2360,5,2,Suburb,1980,320354.1511983091,46
1520,2,1,Urban,1996,190205.3826855153,30
1325,2,3,Urban,2019,165660.21898994627,7
2195,2,1,Urban,1980,244355.21615190647,46
1083,5,3,Suburb,1977,91862.59928296204,49
2865,2,3,Suburb,2006,351106.3383254753,20
1840,5,3,Urban,1996,234084.16408201927,30
2547,5,3,Suburb,2009,271045.55033064843,17
2504,2,1,Urban,1977,308063.8265304171,49
2567,4,1,Rural,1970,287810.411362361,56
2441,2,2,Urban,1998,240091.98391064053,28
2362,3,3,Suburb,2010,240968.5089078677,16
2824,3,2,Suburb,1953,263297.0818212002,73
1319,4,2,Rural,1951,170411.25950043625,75
1303,3,2,Suburb,2005,88639.99674349997,21
2295,4,1,Suburb,1980,238537.997481084,46
1689,5,2,Urban,1971,215530.19129840969,55
2137,3,3,Urban,2004,224412.2431541766,22
1406,4,3,Suburb,1972,184916.8763492404,54
2049,2,3,Urban,2001,258999.27456850503,25
2260,3,2,Urban,1960,163043.13285055407,66
2333,3,2,Rural,2009,246771.86653969012,17
1683,4,2,Suburb,2009,111167.97167383607,17
1232,5,3,Suburb,2018,226361.20049376128,8
2021,4,1,Rural,1976,254827.0074948498,50
1548,4,2,Urban,1952,151292.45977534272,74
2288,3,1,Suburb,1971,218625.0501225724,55
2036,4,2,Rural,1984,261685.93104570685,42
1495,2,1,Rural,1992,144222.3879198326,34
2339,4,3,Suburb,2020,307736.6338815398,6
1617,2,3,Urban,2016,162224.04691945948,10
2661,2,2,Urban,1994,290950.27900851856,32
1847,4,2,Suburb,2006,181408.5478856216,20
2005,5,3,Urban,1979,214849.28949116456,47
1383,2,1,Rural,1961,182914.15785406544,65
2016,2,1,Rural,2012,323515.6533788155,14
1641,2,3,Suburb,1997,157399.3502830719,29
1315,5,2,Suburb,1983,102453.30735192756,43
1255,4,2,Suburb,2000,70652.18462456288,26
1440,5,2,Suburb,1976,237345.25498626352,50
2138,4,3,Rural,2018,277786.6638470492,8
1298,2,2,Suburb,1960,135907.70594561374,66
1914,3,2,Urban,1999,142064.3734663623,27
2147,2,1,Urban,1959,285538.71608432,67
1255,4,3,Suburb,1974,213338.5658650701,52
1650,5,2,Suburb,1955,168196.98934287866,71
2741,2,3,Urban,1969,296738.3710483705,57
1046,2,1,Suburb,1964,161414.1115488304,62
2752,4,3,Suburb,1953,230554.5253668505,73
2854,4,3,Urban,2017,252046.3366468492,9
1902,3,1,Urban,1993,228746.2719345521,33
1462,2,3,Rural,1954,131395.752800448,72
2373,2,2,Urban,1967,293904.336312533,59
2146,2,3,Rural,1974,216883.7849030928,52
1030,3,2,Suburb,1952,150427.42669867046,74
1054,3,1,Rural,1962,87366.31894175327,64
1152,2,2,Rural,1958,135372.54382557917,68
1455,4,2,Suburb,1977,158511.27046831476,49
1285,5,1,Urban,1957,148038.2707536644,69
1035,2,2,Suburb,1959,114671.5625791355,67
1817,2,2,Rural,1980,186818.60163241284,46
2933,2,3,Urban,2012,321713.3223113845,14
2820,4,2,Urban,1993,247290.1367217984,33
2946,3,1,Rural,2017,323673.4440515754,9
2908,5,3,Rural,1965,331219.71170509595,61
1255,5,3,Rural,1950,242137.1417802717,76
1177,3,2,Suburb,2017,125428.09589636709,9
2571,2,3,Urban,1999,182437.8597374364,27
2277,2,1,Rural,1979,297592.5078829167,47
1507,5,1,Urban,1977,267480.77566977334,49
2697,5,2,Urban,2012,346773.086479588,14
1020,2,2,Suburb,1963,152360.2761965352,63
2829,4,1,Urban,1995,206510.25462926668,31
1074,2,1,Suburb,2000,84617.94683887437,26
1718,4,1,Urban,1953,212180.0029597012,73
1459,2,3,Urban,2014,255917.12758250983,12
2201,5,2,Rural,2008,275802.8505699596,18
2405,2,2,Urban,1971,194621.65516575007,55
2060,2,1,Suburb,1960,204675.0319902289,66
2994,3,1,Rural,2020,297233.1381991921,6
2143,2,2,Rural,1976,331054.24548350123,50
2938,2,3,Suburb,2010,352527.879330406,16
1629,2,2,Rural,1977,119121.61929784776,49
1000,5,2,Suburb,1952,75524.14543710276,74
2744,2,2,Suburb,1992,343444.35376779514,34
1935,4,1,Suburb,1984,270448.01315279683,42
1310,4,2,Rural,2000,166579.9532470729,26
